location_key,area_sq_km,latitude,longitude
US_MO_29133,1111,36.83,-89.29
US_MO_29135,1085,38.63,-92.58
US_MO_29137,1736,39.5,-92
US_MO_29139,1399,38.94,-91.47
US_MO_29141,1590,38.43,-92.89
US_MO_29143,1808,36.59,-89.66
US_MO_29145,1623,36.91,-94.33
US_MO_29147,2273,40.36,-94.88
US_MO_29149,2050,36.69,-91.4
US_MO_29151,1589,38.46,-91.86
US_MO_29153,1956,36.65,-92.44
US_MO_29155,1327,36.21,-89.78
US_MO_29157,1254,37.71,-89.83
US_MO_29159,1778,38.73,-93.28
US_MO_29161,1746,37.88,-91.79
US_MO_29163,1774,39.34,-91.17
US_MO_29165,1106,39.38,-94.77
US_MO_29167,1664,37.62,-93.4
US_MO_29169,1428,37.82,-92.21
US_MO_29171,1346,40.48,-93.02
US_MO_29173,1253,39.53,-91.53
US_MO_29175,1263,39.43,-92.5
US_MO_29177,1486,39.35,-93.99
US_MO_29179,2109,37.36,-90.97
US_MO_29181,1636,36.66,-90.87
US_MO_29183,1534,38.76,-90.616667
US_MO_29185,1818,38.04,-93.77
US_MO_29186,1318,37.893333,-90.203333
US_MO_29187,1172,37.781944,-90.422222
US_MO_29189,1356,38.64,-90.44
US_MO_29195,1980,39.14,-93.2
US_MO_29197,798,40.47,-92.52
US_MO_29199,1138,40.45,-92.15
US_MO_29201,1090,37.05,-89.57
US_MO_29203,2600,37.16,-91.4
US_MO_29205,1301,39.79,-92.07
US_MO_29207,2147,36.86,-89.95
US_MO_29209,1323,36.74,-93.47
US_MO_29211,1687,40.21,-93.11
US_MO_29213,1687,36.65,-93.04
US_MO_29215,3054,37.32,-91.96
US_MO_29217,2168,37.85,-94.34
US_MO_29219,438,38.77,-91.16
US_MO_29221,762,37.97,-90.88
US_MO_29223,774,37.11,-90.46
US_MO_29225,594,37.28,-92.87
US_MO_29227,267,40.48,-94.42
US_MO_29229,683,37.27,-92.46
US_MO_29510,171,38.626389,-90.199444
US_MP,464,16.705,145.78
US_MP_69110,44,15.183333,145.75
US_MP_69120,101,15,145.633333
US_MS,125443,33,-90
US_MS_28001,1259,31.48,-91.35
US_MS_28003,1039,34.88,-88.58
US_MS_28005,1895,31.17,-90.8
US_MS_28007,1909,33.09,-89.58
US_MS_28009,1058,34.82,-89.19
US_MS_28011,2346,33.79,-90.88
US_MS_28013,1523,33.94,-89.34
US_MS_28015,1643,33.45,-89.92
US_MS_28017,1306,33.92,-88.95
US_MS_28019,1087,33.35,-89.25
US_MS_28021,1299,31.97,-90.91
US_MS_28023,1796,32.04,-88.69
US_MS_28025,1077,33.65,-88.77
US_MS_28027,1510,34.23,-90.6
US_MS_28029,2019,31.86,-90.44
US_MS_28031,1075,31.63,-89.55
US_MS_28033,1287,34.88,-89.99
US_MS_28035,1218,31.19,-89.26
US_MS_28037,1468,31.48,-90.9
US_MS_28039,1253,30.87,-88.64
US_MS_28041,1861,31.22,-88.64
US_MS_28043,449,33.77,-89.8
US_MS_28045,1431,30.39,-89.47
US_MS_28047,2528,30.42,-89.09
US_MS_28049,2272,32.26,-90.44
US_MS_28051,1979,33.12,-90.09
US_MS_28053,1117,33.13,-90.52
US_MS_28055,1406,32.74,-90.99
US_MS_28057,1400,34.28,-88.36
US_MS_28059,2702,30.46,-88.62
US_MS_28061,1755,32.02,-89.12
US_MS_28063,1365,31.73,-91.03
US_MS_28065,1060,31.56,-89.82
US_MS_28067,1812,31.62,-89.17
US_MS_28069,1987,32.76,-88.65
US_MS_28071,1759,34.36,-89.49
US_MS_28073,1296,31.21,-89.51
US_MS_28075,1853,32.4,-88.66
US_MS_28077,1129,31.55,-90.11
US_MS_28079,1516,32.75,-89.52
US_MS_28081,1174,34.29,-88.68
US_MS_28083,1570,33.55,-90.3
US_MS_28085,1523,31.54,-90.45
US_MS_28087,1338,33.47,-88.44
US_MS_28089,1922,32.63,-90.03
US_MS_28091,1421,31.23,-89.82
US_MS_28093,1838,34.77,-89.51
US_MS_28095,2000,33.89,-88.49
US_MS_28097,1056,33.5,-89.61
US_MS_28099,1481,32.75,-89.12
US_MS_28101,1501,32.41,-89.12
US_MS_28103,1813,33.11,-88.57
US_MS_28105,1196,33.43,-88.88
US_MS_28107,1826,34.36,-89.95
US_MS_28109,2121,30.77,-89.59
US_MS_28111,1684,31.17,-88.99
US_MS_28113,1064,31.18,-90.4
US_MS_28115,1298,34.23,-89.04
US_MS_28117,1083,34.61,-88.52
US_MS_28119,1053,34.25,-90.29
US_MS_28121,2088,32.26,-89.95
US_MS_28123,1581,32.4,-89.55
US_MS_28125,1126,32.88,-90.81
US_MS_28127,1529,31.92,-89.92
US_MS_28129,1651,32.02,-89.5
US_MS_28131,1160,30.79,-89.12
US_MS_28133,1832,33.61,-90.6
US_MS_28135,1689,33.95,-90.17
US_MS_28137,1064,34.65,-89.94
US_MS_28139,1191,34.77,-88.91
US_MS_28141,1151,34.74,-88.24
US_MS_28143,1245,34.66,-90.38
US_MS_28145,1080,34.49,-89
US_MS_28147,404,31.14,-90.1
US_MS_28149,619,32.36,-90.85
US_MS_28151,1972,33.29,-90.95
US_MS_28153,814,31.64,-88.7
US_MS_28155,423,33.61,-89.28
US_MS_28157,688,31.16,-91.32
US_MS_28159,610,33.09,-89.04
US_MS_28161,495,34.03,-89.72
US_MS_28163,934,32.78,-90.4
US_MT,381154,47,-110
US_MT_30001,14432,45.12,-112.9
US_MT_30003,12998,45.43,-107.49
US_MT_30005,10979,48.44,-108.96
US_MT_30007,3209,46.33,-111.5
US_MT_30009,5341,45.23,-109.02
US_MT_30011,8672,45.5,-104.54
US_MT_30013,7023,47.31,-111.35
US_MT_30015,10352,47.88,-110.44
US_MT_30017,9824,46.27,-105.58
US_MT_30019,3695,48.79,-105.55
US_MT_30021,6172,47.27,-104.9
US_MT_30023,1920,46.12062,-112.98746
US_MT_30025,4204,46.35,-104.41
US_MT_30027,11267,47.26,-109.22
US_MT_30029,13614,48.29,-114.02
US_MT_30031,6816,45.56,-111.17
US_MT_30033,12555,47.28,-106.99
US_MT_30035,7866,48.7,-113.02
US_MT_30037,3047,46.38,-109.17
US_MT_30039,4489,46.42,-113.45
US_MT_30041,7553,48.63,-110.11
US_MT_30043,4296,46.18,-112.11
US_MT_30045,4845,47.04,-110.26
US_MT_30047,4283,47.65,-114.09
US_MT_30049,9059,47.11,-112.38
US_MT_30051,3748,48.55,-111.03
US_MT_30053,9518,48.54,-115.41
US_MT_30055,6948,47.65,-105.8
US_MT_30057,9331,45.3,-111.92
US_MT_30059,6203,46.813,-111.21
US_MT_30061,3169,47.15,-114.98
US_MT_30063,6781,47.04,-113.93
US_MT_30065,4846,46.49,-108.4
US_MT_30067,7287,45.5,-110.52
US_MT_30069,4336,47.11,-108.26
US_MT_30071,13499,48.26,-107.92
US_MT_30073,4247,48.24,-112.22
US_MT_30075,8542,45.38,-105.64
US_MT_30077,6042,46.85,-112.94
US_MT_30079,4513,46.85,-105.37
US_MT_30081,6217,46.08,-114.12
US_MT_30083,5447,47.79,-104.56
US_MT_30085,6137,48.3,-105.03
US_MT_30087,13020,46.23,-106.72
US_MT_30089,7226,47.66,-115.13
US_MT_30091,4419,48.73,-104.5
US_MT_30093,1862,45.9,-112.66
US_MT_30095,4674,45.67,-109.39
US_MT_30097,4823,45.81,-109.94
US_MT_30099,5939,47.85,-112.23
US_MT_30101,5040,48.65,-111.69
US_MT_30103,2549,46.2,-107.27
US_MT_30105,13110,48.36,-106.66
US_MT_30107,3699,46.47,-109.84
US_MT_30109,2305,46.96,-104.25
US_MT_30111,6861,45.94,-108.27
US_NC,139390,35.5,-80
US_NC_37001,1126,36.04,-79.4
US_NC_37003,682,35.92,-81.18
US_NC_37005,610,36.49,-81.13
US_NC_37007,1391,34.97,-80.1
US_NC_37009,1105,36.43,-81.5
US_NC_37011,640,36.08,-81.92
US_NC_37013,2483,35.48,-76.84
US_NC_37015,1920,36.06,-76.96
US_NC_37017,2298,34.62,-78.56
US_NC_37019,2720,34.04,-78.22
US_NC_37021,1709,35.61,-82.53
US_NC_37023,1334,35.75,-81.71
US_NC_37025,945,35.39,-80.55
US_NC_37027,1228,35.95,-81.55
US_NC_37029,792,36.34,-76.16
US_NC_37031,3472,34.733333,-76.766667
US_NC_37033,1110,36.399997,-79.33
US_NC_37035,1071,35.66,-81.21
US_NC_37037,1836,35.7,-79.26
US_NC_37039,1209,35.14,-84.06
US_NC_37041,604,36.13,-76.6
US_NC_37043,571,35.06,-83.76
US_NC_37045,1214,35.34,-81.56
US_NC_37047,2470,34.26,-78.67
US_NC_37049,2005,35.109167,-77.069167
US_NC_37051,1705,35.05,-78.83
US_NC_37053,1361,36.36,-75.94
US_NC_37055,4044,35.69,-75.73
US_NC_37057,1468,35.79,-80.21
US_NC_37059,691,35.93,-80.54
US_NC_37061,2121,34.94,-77.93
US_NC_37063,771,36.04,-78.87
US_NC_37065,1312,35.91,-77.6
US_NC_37067,1069,36.13,-80.26
US_NC_37069,1281,36.08,-78.28
US_NC_37071,942,35.3,-81.18
US_NC_37073,895,36.44,-76.7
US_NC_37075,781,35.35,-83.83
US_NC_37077,1390,36.3,-78.66
US_NC_37079,689,35.49,-77.68
US_NC_37081,1703,36.08,-79.79
US_NC_37083,1894,36.26,-77.66
US_NC_37085,1557,35.37,-78.86
US_NC_37087,1436,35.55,-82.98
US_NC_37089,971,35.34,-82.48
US_NC_37091,933,36.36,-76.98
US_NC_37093,1016,35.02,-79.23
US_NC_37095,3688,35.41,-76.15
US_NC_37097,1546,35.81,-80.87
US_NC_37099,1281,35.29,-83.14
US_NC_37101,2061,35.52,-78.37
US_NC_37103,1226,35.01,-77.37
US_NC_37105,672,35.48,-79.17
US_NC_37107,1041,35.24,-77.64
US_NC_37109,795,35.48,-81.22
US_NC_37111,1156,35.68,-82.05
US_NC_37113,1345,35.15,-83.42
US_NC_37115,1170,35.86,-82.71
US_NC_37117,1195,35.84,-77.1
US_NC_37119,1415,35.25,-80.83
US_NC_37121,575,36.01,-82.16
US_NC_37123,1299,35.33,-79.9
US_NC_37125,1828,35.31,-79.48
US_NC_37127,1406,35.97,-77.99
US_NC_37129,849,34.18,-77.86
US_NC_37131,1426,36.42,-77.4
US_NC_37133,2353,34.71,-77.41
US_NC_37135,1039,36.06,-79.12
US_NC_37137,1467,35.15,-76.67
US_NC_37139,750,36.26,-76.26
US_NC_37141,2416,34.51,-77.89
US_NC_37143,852,36.18,-76.41
US_NC_37145,1047,36.39,-78.98
US_NC_37147,1696,35.59,-77.38
US_NC_37149,618,35.28,-82.17
US_NC_37151,2046,35.71,-79.81
US_NC_37153,1242,35,-79.75
US_NC_37155,2463,34.64,-79.11
US_NC_37157,1482,36.4,-79.78
US_NC_37159,1357,35.64,-80.52
US_NC_37161,1466,35.4,-81.92
US_NC_37163,2454,34.99,-78.37
US_NC_37165,830,34.84,-79.48
US_NC_37167,1047,35.31,-80.25
US_NC_37169,1181,36.41,-80.23
US_NC_37171,1393,36.508056,-80.833333
US_NC_37173,1400,35.49,-83.49
US_NC_37175,986,35.2,-82.8
US_NC_37177,1555,35.87,-76.17
US_NC_37179,1657,34.99,-80.53
US_NC_37181,699,36.36,-78.41
US_NC_37183,857,35.79,-78.65
US_NC_37185,444,36.4,-78.1
US_NC_37187,424,35.84,-76.56
US_NC_37189,312,36.23,-81.7
US_NC_37191,557,35.36,-78
US_NC_37193,757,36.2,-81.17
US_NC_37195,374,35.7,-77.92
US_NC_37197,338,36.16,-80.67
US_NC_37199,313,35.9,-82.31
US_ND,183108,47.5,-100.5
US_ND_38001,2561,46.09,-102.53
US_ND_38003,3919,46.93,-98.07
US_ND_38005,3728,48.07,-99.36
US_ND_38007,2987,47.04,-103.37
US_ND_38009,4397,48.79,-100.84
US_ND_38011,3022,46.11,-103.52
US_ND_38013,2925,48.79,-102.52
US_ND_38015,4320,46.98,-100.47
US_ND_38017,4579,46.93,-97.25
US_ND_38019,3911,48.77,-98.46
US_ND_38021,2957,46.11,-98.49
US_ND_38023,3352,48.81,-103.49
US_ND_38025,5393,47.36,-102.62
US_ND_38027,1889,47.72,-98.9
US_ND_38029,4027,46.28,-100.24
US_ND_38031,1675,47.46,-98.89
US_ND_38033,2596,46.94,-103.84
US_ND_38035,3729,47.92,-97.45
US_ND_38037,4315,46.36,-101.64
US_ND_38039,2957,47.46,-98.23
US_ND_38041,2936,46.433333,-102.433333
US_ND_38043,3712,46.98,-99.78
US_ND_38045,2981,46.47,-98.53
US_ND_38047,2619,46.45,-99.48
US_ND_38049,4951,48.23,-100.64
US_ND_38051,2577,46.12,-99.44
US_ND_38053,7410,47.73,-103.39
US_ND_38055,6030,47.61,-101.32
US_ND_38057,2881,47.3,-101.82
US_ND_38059,5038,46.72,-101.28
US_ND_38061,5027,48.2,-102.37
US_ND_38063,2613,47.92,-98.19
US_ND_38065,1894,47.11,-101.35
US_ND_38067,2905,48.77,-97.55
US_ND_38069,2803,48.25,-99.98
US_ND_38071,3369,48.25,-98.72
US_ND_38073,2238,46.46,-97.66
US_ND_38075,2310,48.71,-101.66
US_ND_38077,3744,46.27,-96.95
US_ND_38079,2433,48.77,-99.84
US_ND_38081,2246,46.11,-97.63
US_ND_38083,2605,47.58,-100.34
US_ND_38085,2922,46.11,-101.05
US_ND_38087,3158,46.45,-103.46
US_ND_38089,3472,46.81,-102.66
US_ND_38091,1853,47.46,-97.72
US_ND_38093,5952,46.98,-98.96
US_ND_38095,2698,48.69,-99.25
US_ND_38097,2235,47.45,-97.183333
US_ND_38099,1294,48.37,-97.72
US_ND_38101,2056,48.22,-101.55
US_ND_38103,1290,47.58,-99.67
US_ND_38105,2148,48.35,-103.48
US_NE,200520,41.5,-100
US_NE_31001,1461,40.52,-98.5
US_NE_31003,2223,42.18,-98.07
US_NE_31005,1860,41.57,-101.7
US_NE_31007,1933,41.54,-103.72
US_NE_31009,1850,41.93,-99.98
US_NE_31011,1780,41.7,-98.06
US_NE_31013,2792,42.21,-103.08
US_NE_31015,1410,42.9,-98.77
US_NE_31017,3173,42.44,-99.93
US_NE_31019,2526,40.86,-99.07
US_NE_31021,1287,41.85,-96.32
US_NE_31023,1514,41.22,-97.13
US_NE_31025,1466,40.91,-96.14
US_NE_31027,1932,42.6,-97.25
US_NE_31029,2325,40.53,-101.69
US_NE_31031,15565,42.54,-101.12
US_NE_31033,3099,41.22,-102.99
US_NE_31035,1485,40.52,-98.05
US_NE_31037,1084,41.58,-97.09
US_NE_31039,1488,41.92,-96.79
US_NE_31041,6672,41.39,-99.73
US_NE_31043,693,42.39,-96.56
US_NE_31045,3628,42.71,-103.14
US_NE_31047,2640,40.87,-99.81
US_NE_31049,1142,41.11,-102.33
US_NE_31051,1234,42.5,-96.87
US_NE_31053,1409,41.58,-96.65
US_NE_31055,880,41.29535,-96.15448
US_NE_31057,2385,40.18,-101.69
US_NE_31059,1493,40.52,-97.6
US_NE_31061,1492,40.18,-98.95
US_NE_31063,2438,40.53,-100.39
US_NE_31065,1866,40.17,-99.91
US_NE_31067,2227,40.27,-96.69
US_NE_31069,4483,41.62,-102.34
US_NE_31071,1480,41.89,-98.98
US_NE_31073,1198,40.5,-99.82
US_NE_31075,2029,41.92,-101.74
US_NE_31077,1478,41.56,-98.52
US_NE_31079,1430,40.87,-98.5
US_NE_31081,1416,40.88,-98.02
US_NE_31083,1487,40.17,-99.4
US_NE_31085,1848,40.53,-101.06
US_NE_31087,1861,40.18,-101.04
US_NE_31089,6262,42.46,-98.78
US_NE_31091,1869,41.89,-101.14
US_NE_31093,1491,41.22,-98.52
US_NE_31095,1491,40.17,-97.15
US_NE_31097,976,40.4,-96.27
US_NE_31099,1337,40.51,-98.95
US_NE_31101,2874,41.2,-101.66
US_NE_31103,2005,42.88,-99.72
US_NE_31105,2466,41.2,-103.71
US_NE_31107,2952,42.63,-97.88
US_NE_31109,2193,40.78,-96.69
US_NE_31111,6669,41.05,-100.75
US_NE_31113,1479,41.56,-100.48
US_NE_31115,1479,41.93,-99.45
US_NE_31117,2227,41.57,-101.06
US_NE_31119,1489,41.92,-97.6
US_NE_31121,1281,41.17,-98.03
US_NE_31123,3703,41.69,-103.01
US_NE_31125,1160,41.39,-97.99
US_NE_31127,1067,40.39,-95.85
US_NE_31129,1492,40.18,-98.05
US_NE_31131,1603,40.65,-96.14
US_NE_31133,1121,40.13,-96.24
US_NE_31135,2290,40.84,-101.66
US_NE_31137,1400,40.51,-99.41
US_NE_31139,1490,42.27,-97.61
US_NE_31141,1785,41.57,-97.53
US_NE_31143,1141,41.19,-97.57
US_NE_31145,1860,40.18,-100.48
US_NE_31147,1440,40.12,-95.72
US_NE_31149,2621,42.42,-99.45
US_NE_31151,1492,40.53,-97.14
US_NE_31153,640,41.11,-96.11
US_NE_31155,1965,41.23,-96.63
US_NE_31157,1931,41.85,-103.71
US_NE_31159,1491,40.87,-97.14
US_NE_31161,6397,42.5,-102.43
US_NE_31163,1481,41.22,-98.97
US_NE_31165,5354,42.48,-103.77
US_NE_31167,1116,41.92,-97.19
US_NE_31169,1490,40.18,-97.59
US_NE_31171,1848,41.92,-100.58
US_NE_31173,1026,42.16,-96.55
US_NE_31175,1478,41.57,-98.98
US_NE_31177,393,41.53,-96.22
US_NE_31179,443,42.21,-97.12
US_NE_31181,575,40.18,-98.5
US_NE_31183,576,41.92,-98.53
US_NE_31185,576,40.87,-97.6
US_NH,24214,44,-71.5
US_NH_33001,1214,43.515202,-71.436073
US_NH_33003,2570,43.822605,-71.181587
US_NH_33005,1888,42.9118,-72.242081
US_NH_33007,4743,44.613773,-71.339943
US_NH_33009,4533,43.896069,-71.89463
US_NH_33011,2311,42.895584,-71.582741
US_NH_33013,2477,43.3,-71.68
US_NH_33015,2056,42.962872,-71.077621
US_NH_33017,994,43.258289,-70.976105
US_NH_33019,1429,43.344208,-72.24733
US_NJ,22591,40,-74.5
US_NJ_34001,1739,39.47,-74.64
US_NJ_34003,639,40.96,-74.07
US_NJ_34005,2122,39.88,-74.67
US_NJ_34007,589,39.8,-74.96
US_NJ_34009,1607,39.08,-74.86
US_NJ_34011,1752,39.33,-75.13
US_NJ_34013,336,40.79,-74.25
US_NJ_34015,873,39.71,-75.14
US_NJ_34017,162,40.73,-74.08
US_NJ_34019,1134,40.57,-74.92
US_NJ_34021,593,40.28,-74.7
US_NJ_34023,835,40.44,-74.41
US_NJ_34025,1723,40.29,-74.15
US_NJ_34027,1247,40.87,-74.55
US_NJ_34029,2372,39.87,-74.25
US_NJ_34031,510,41.03,-74.3
US_NJ_34033,965,39.58,-75.36
US_NJ_34035,790,40.56,-74.61
US_NJ_34037,1388,41.14,-74.69
US_NJ_34039,273,40.65,-74.29
US_NJ_34041,362,40.9,-75
US_NM,315194,34,-106
US_NM_35001,3027,35.05,-106.67
US_NM_35003,17946,33.92,-108.42
US_NM_35005,15734,33.36,-104.47
US_NM_35006,11756,34.92,-107.99
US_NM_35007,9759,36.61,-104.64
US_NM_35009,3646,34.57,-103.35
US_NM_35011,6045,34.471667,-104.245556
US_NM_35013,9888,32.312222,-106.778333
US_NM_35015,10872,32.47,-104.3
US_NM_35017,10276,32.73,-108.38
US_NM_35019,7852,34.86,-104.78
US_NM_35021,5506,35.86,-103.82
US_NM_35023,8925,31.92,-108.71
US_NM_35025,11380,32.8,-103.42
US_NM_35027,12513,33.74,-105.46
US_NM_35028,283,35.87,-106.31
US_NM_35029,7680,32.18,-107.75
US_NM_35031,14129,35.58,-108.26
US_NM_35033,5008,36.02,-104.94
US_NM_35035,17162,32.62,-105.73
US_NM_35037,7464,35.11,-103.55
US_NM_35039,15171,36.51,-106.7
US_NM_35041,6358,34.02,-103.48
US_NM_35043,9620,35.69,-106.85
US_NM_35045,14281,36.51,-108.32
US_NM_35047,12265,35.47,-104.83
US_NM_35049,4944,35.51,-105.98
US_NM_35051,10972,33.14,-107.19
US_NM_35053,17220,34.02,-106.93
US_NM_35055,5710,36.57,-105.63
US_NM_35057,8666,34.64,-105.85
US_NM_35059,9922,36.48,-103.47
US_NM_35061,2765,34.72,-106.8
US_NV,286380,39,-117
US_NV_32001,13010,39.6,-118.34
US_NV_32003,20880,36.2,-115.02
US_NV_32005,1910,38.92,-119.61
US_NV_32007,44555,41.13,-115.35
US_NV_32009,9295,37.7847,-117.63237
US_NV_32011,10826,39.98,-116.27
US_NV_32013,25014,41.41,-118.12
US_NV_32015,14295,39.95,-117.03
US_NV_32017,27549,37.64,-114.88
US_NV_32019,5222,39.01,-119.19
US_NV_32021,9876,38.54,-118.43
US_NV_32023,47031,38.05,-116.45
US_NV_32027,15715,40.45,-118.4
US_NV_32029,683,39.45,-119.53
US_NV_32031,16967,40.63,-119.68
US_NV_32033,8897,39.44,-114.9
US_NV_32510,407,39.160833,-119.753889
US_NY,141300,43,-75
US_NY_36001,1381,42.662094,-73.849075
US_NY_36003,2679,42.232937,-78.026093
US_NY_36005,148,40.84676,-73.873207
US_NY_36007,1853,42.136986,-75.888313
US_NY_36009,3425,42.230316,-78.638206
US_NY_36011,2237,43,-76.566667
US_NY_36013,3885,42.3,-79.41
US_NY_36015,1064,42.14,-76.76
US_NY_36017,2328,42.5,-75.62
US_NY_36019,2895,44.74,-73.68
US_NY_36021,1679,42.25,-73.63
US_NY_36023,1299,42.6,-76.066667
US_NY_36025,3802,42.2,-74.96
US_NY_36027,2138,41.76,-73.75
US_NY_36029,3178,42.75,-78.78
US_NY_36031,4964,44.11,-73.77
US_NY_36033,4396,44.6,-74.31
US_NY_36035,1380,43.11,-74.42
US_NY_36037,1283,43,-78.19
US_NY_36039,1705,42.29,-74.13
US_NY_36041,4682,43.65,-74.5
US_NY_36043,3777,43.41,-74.96
US_NY_36045,4810,43.99,-76.05
US_NY_36047,251,40.692778,-73.990278
US_NY_36049,3341,43.79,-75.45
US_NY_36051,1659,42.73,-77.77
US_NY_36053,1713,42.91,-75.67
US_NY_36055,3537,43.3,-77.69
US_NY_36057,1063,42.91,-74.44
US_NY_36059,1173,40.747222,-73.638056
US_NY_36061,33,40.728333,-73.994167
US_NY_36063,2952,43.32,-78.79
US_NY_36065,3256,43.24,-75.44
US_NY_36067,2087,43.01,-76.2
US_NY_36069,1716,42.85,-77.29
US_NY_36071,2172,41.4,-74.31
US_NY_36073,2117,43.37,-78.23
US_NY_36075,3399,43.47,-76.2
US_NY_36077,2597,42.63,-75.04
US_NY_36079,638,41.43,-73.75
US_NY_36081,461,40.704167,-73.917778
US_NY_36083,1723,42.71,-73.49
US_NY_36085,265,40.576281,-74.144839
US_NY_36087,516,41.15,-74.03
US_NY_36089,7308,44.5,-75.07
US_NY_36091,2185,43.11,-73.87
US_NY_36093,543,42.81,-74.07
US_NY_36095,1622,42.59,-74.44
US_NY_36097,886,42.39,-76.88
US_NY_36099,842,42.79,-76.83
US_NY_36101,3637,42.26,-77.39
US_NY_36103,6146,40.94,-72.68
US_NY_36105,2582,41.72,-74.76
US_NY_36107,1354,42.17,-76.3
US_NY_36109,1273,42.45,-76.47
US_NY_36111,3006,41.89,-74.26
US_NY_36113,2413,43.56,-73.84
US_NY_36115,2191,43.323151,-73.428187
US_NY_36117,3585,43.28,-77.05
US_NY_36119,1295,41.15,-73.775
US_NY_36121,1544,42.833333,-78.083333
US_NY_36123,974,42.64,-77.1
US_NY_NYC,1213,40.7,-74
US_OH,116096,40.5,-82.5
US_OH_39001,1517,38.84,-83.48
US_OH_39003,1054,40.766667,-84.116667
US_OH_39005,1106,40.84,-82.27
US_OH_39007,3544,41.89,-80.76
US_OH_39009,1317,39.33,-82.05
US_OH_39011,1040,40.56,-84.22
US_OH_39013,1402,40.02,-80.99
US_OH_39015,1283,38.93,-83.87
US_OH_39017,1218,39.44,-84.58
US_OH_39019,1033,40.58,-81.09
US_OH_39021,1113,40.14,-83.77
US_OH_39023,1045,39.92,-83.78
US_OH_39025,1185,39.05,-84.15
US_OH_39027,1068,39.41498,-83.80838
US_OH_39029,1386,40.77,-80.78
US_OH_39031,1470,40.3,-81.92
US_OH_39033,1043,40.85,-82.92
US_OH_39035,3226,41.54,-81.66
US_OH_39037,1555,40.13,-84.62
US_OH_39039,1073,41.32,-84.49
US_OH_39041,1181,40.28,-83.01
US_OH_39043,1622,41.51,-82.61
US_OH_39045,1317,39.75,-82.63
US_OH_39047,1054,39.56,-83.45
US_OH_39049,1408,39.97,-83.01
US_OH_39051,1055,41.6,-84.12
US_OH_39053,1220,38.83,-82.32
US_OH_39055,1057,41.5,-81.17
US_OH_39057,1078,39.69,-83.89
US_OH_39059,1368,40.05,-81.5
US_OH_39061,1069,39.2,-84.54
US_OH_39063,1382,41,-83.67
US_OH_39065,1219,40.66,-83.66
US_OH_39067,1064,40.29,-81.09
US_OH_39069,1088,41.33,-84.07
US_OH_39071,1445,39.18,-83.6
US_OH_39073,1097,39.5,-82.48
US_OH_39075,1098,40.56,-81.93
US_OH_39077,1281,41.15,-82.6
US_OH_39079,1092,39.02,-82.62
US_OH_39081,1064,40.38,-80.76
US_OH_39083,1371,40.383333,-82.466667
US_OH_39085,2535,41.82,-81.24
US_OH_39087,1184,38.59,-82.54
US_OH_39089,1783,40.09,-82.48
US_OH_39091,1209,40.39,-83.77
US_OH_39093,2391,41.47,-82.15
US_OH_39095,1543,41.68,-83.5
US_OH_39097,1207,39.9,-83.4
US_OH_39099,1097,41.02,-80.77
US_OH_39101,1047,40.59,-83.16
US_OH_39103,1096,41.12,-81.9
US_OH_39105,1120,39.08,-82.02
US_OH_39107,1226,40.54,-84.63
US_OH_39109,1060,40.05,-84.23
US_OH_39111,1185,39.73,-81.08
US_OH_39113,1203,39.75,-84.29
US_OH_39115,1093,39.61,-81.85
US_OH_39117,1055,40.53,-82.8
US_OH_39119,1742,39.97,-81.95
US_OH_39121,1048,39.77,-81.45
US_OH_39123,1515,41.59,-83.06
US_OH_39125,1077,41.12,-84.58
US_OH_39127,1069,39.74,-82.24
US_OH_39129,1313,39.64,-83.03
US_OH_39131,1150,39.08,-83.07
US_OH_39133,1313,41.17,-81.2
US_OH_39135,1104,39.74,-84.65
US_OH_39137,1254,41.02,-84.13
US_OH_39139,1296,40.78,-82.54
US_OH_39141,1795,39.33,-83.06
US_OH_39143,1082,41.36,-83.15
US_OH_39145,1596,38.81,-82.99
US_OH_39147,1431,41.13,-83.13
US_OH_39149,1065,40.33,-84.2
US_OH_39151,1505,40.81,-81.37
US_OH_39153,1088,41.13,-81.53
US_OH_39155,1644,41.32,-80.76
US_OH_39157,1480,40.45,-81.47
US_OH_39159,1132,40.31,-83.37
US_OH_39161,1063,40.86,-84.59
US_OH_39163,415,39.25,-82.49
US_OH_39165,407,39.43,-84.17
US_OH_39167,640,39.46,-81.49
US_OH_39169,557,40.83,-81.89
US_OH_39171,423,41.56,-84.58
US_OH_39173,620,41.36,-83.62
US_OH_39175,1056,40.85,-83.3
US_OK,181195,35.5,-98
US_OK_40001,1494,35.88,-94.66
US_OK_40003,2283,36.73,-98.32
US_OK_40005,2564,34.38,-96.05
US_OK_40007,4708,36.75,-100.48
US_OK_40009,2342,35.26,-99.69
US_OK_40011,2432,35.88,-98.43
US_OK_40013,2443,33.97,-96.25
US_OK_40015,3342,35.18,-98.38
US_OK_40017,2344,35.54,-97.98
US_OK_40019,2159,34.25,-97.29
US_OK_40021,2011,35.91,-95
US_OK_40023,2074,34.03,-95.55
US_OK_40025,4769,36.74,-102.52
US_OK_40027,1446,35.2,-97.33
US_OK_40029,1350,34.6,-96.3
US_OK_40031,2807,34.66,-98.46
US_OK_40033,1663,34.28,-98.37
US_OK_40035,1975,36.76,-95.22
US_OK_40037,2512,35.9,-96.37
US_OK_40039,2595,35.64,-99.01
US_OK_40041,2052,36.41,-94.8
US_OK_40043,2611,35.99,-99
US_OK_40045,3190,36.21,-99.75
